selection,1,0.001000
selection,6,0.000000
selection,11,0.001000
selection,16,0.001000
selection,21,0.001000
selection,26,0.002000
selection,31,0.003000
selection,36,0.003000
selection,41,0.004000
selection,46,0.005000
selection,51,0.005000
selection,56,0.007000
selection,61,0.007000
selection,66,0.008000
selection,71,0.010000
selection,76,0.011000
selection,81,0.012000
selection,86,0.013000
selection,91,0.014000
selection,96,0.016000
selection,101,0.018000
selection,106,0.019000
selection,111,0.021000
selection,116,0.022000
selection,121,0.024000
selection,126,0.026000
selection,131,0.028000
selection,136,0.030000
selection,141,0.033000
selection,146,0.034000
selection,151,0.037000
selection,156,0.039000
selection,161,0.041000
selection,166,0.044000
selection,171,0.046000
selection,176,0.048000
selection,181,0.051000
selection,186,0.053000
selection,191,0.057000
selection,196,0.059000
selection,201,0.061000
selection,206,0.064000
selection,211,0.067000
selection,216,0.070000
selection,221,0.073000
selection,226,0.076000
selection,231,0.080000
selection,236,0.083000
selection,241,0.087000
selection,246,0.090000
selection,251,0.093000
selection,256,0.098000
selection,261,0.101000
selection,266,0.104000
selection,271,0.108000
selection,276,0.113000
selection,281,0.116000
selection,286,0.119000
selection,291,0.123000
selection,296,0.135000
selection,301,0.131000
selection,306,0.136000
selection,311,0.139000
selection,316,0.143000
selection,321,0.148000
selection,326,0.153000
selection,331,0.158000
selection,336,0.162000
selection,341,0.167000
selection,346,0.172000
selection,351,0.175000
selection,356,0.181000
selection,361,0.186000
selection,366,0.190000
selection,371,0.196000
selection,376,0.200000
selection,381,0.207000
selection,386,0.211000
selection,391,0.216000
selection,396,0.221000
selection,401,0.227000
selection,406,0.259000
selection,411,0.237000
selection,416,0.243000
selection,421,0.248000
selection,426,0.254000
selection,431,0.261000
selection,436,0.267000
selection,441,0.272000
selection,446,0.299000
selection,451,0.283000
selection,456,0.289000
selection,461,0.295000
selection,466,0.343000
selection,471,0.308000
selection,476,0.327000
selection,481,0.320000
selection,486,0.326000
selection,491,0.336000
selection,496,0.341000
selection,501,0.356000
selection,506,0.354000
selection,511,0.360000
selection,516,0.367000
selection,521,0.372000
selection,526,0.382000
selection,531,0.397000
selection,536,0.396000
selection,541,0.402000
selection,546,0.410000
selection,551,0.415000
selection,556,0.423000
selection,561,0.430000
selection,566,0.437000
selection,571,0.445000
selection,576,0.457000
selection,581,0.460000
selection,586,0.467000
selection,591,0.482000
selection,596,0.484000
selection,601,0.489000
selection,606,0.498000
selection,611,0.507000
selection,616,0.518000
selection,621,0.523000
selection,626,0.532000
selection,631,0.540000
selection,636,0.548000
selection,641,0.556000
selection,646,0.565000
selection,651,0.573000
selection,656,0.589000
selection,661,0.606000
selection,666,0.601000
selection,671,0.609000
selection,676,0.617000
selection,681,0.627000
selection,686,0.639000
selection,691,0.644000
selection,696,0.653000
selection,701,0.663000
selection,706,0.672000
selection,711,0.681000
selection,716,0.702000
selection,721,0.700000
selection,726,0.709000
selection,731,0.718000
selection,736,0.737000
selection,741,0.737000
selection,746,0.751000
selection,751,0.756000
selection,756,0.765000
selection,761,0.775000
selection,766,0.791000
selection,771,0.801000
selection,776,0.807000
selection,781,0.815000
selection,786,0.828000
selection,791,0.836000
selection,796,0.850000
selection,801,0.858000
selection,806,0.867000
selection,811,0.880000
selection,816,0.893000
selection,821,0.902000
selection,826,0.913000
selection,831,0.921000
selection,836,0.935000
selection,841,0.945000
selection,846,0.955000
selection,851,0.966000
selection,856,0.976000
selection,861,0.993000
selection,866,1.012000
selection,871,1.011000
selection,876,1.025000
selection,881,1.034000
selection,886,1.045000
selection,891,1.057000
selection,896,1.071000
selection,901,1.079000
selection,906,1.089000
selection,911,1.103000
selection,916,1.116000
selection,921,1.126000
selection,926,1.139000
selection,931,1.153000
selection,936,1.163000
selection,941,1.179000
selection,946,1.187000
selection,951,1.200000
selection,956,1.210000
selection,961,1.223000
selection,966,1.239000
selection,971,1.250000
selection,976,1.261000
selection,981,1.276000
selection,986,1.288000
selection,991,1.300000
selection,996,1.314000
selection,1001,1.326000
selection,1006,1.338000
selection,1011,1.354000
selection,1016,1.367000
selection,1021,1.377000
selection,1026,1.392000
selection,1031,1.403000
selection,1036,1.418000
selection,1041,1.433000
selection,1046,1.444000
selection,1051,1.458000
selection,1056,1.472000
selection,1061,1.485000
selection,1066,1.498000
selection,1071,1.511000
selection,1076,1.525000
selection,1081,1.541000
selection,1086,1.554000
selection,1091,1.570000
selection,1096,1.582000
selection,1101,1.597000
selection,1106,1.612000
selection,1111,1.623000
selection,1116,1.642000
selection,1121,1.655000
selection,1126,1.668000
selection,1131,1.684000
selection,1136,1.697000
selection,1141,1.714000
selection,1146,1.727000
selection,1151,1.749000
selection,1156,1.755000
selection,1161,1.773000
selection,1166,1.788000
selection,1171,1.802000
selection,1176,1.819000
selection,1181,1.834000
selection,1186,1.848000
selection,1191,1.864000
selection,1196,1.880000
selection,1201,1.893000
selection,1206,1.912000
selection,1211,1.925000
selection,1216,1.942000
selection,1221,1.957000
selection,1226,1.974000
selection,1231,1.985000
selection,1236,2.004000
selection,1241,2.019000
selection,1246,2.035000
selection,1251,2.050000
selection,1256,2.068000
selection,1261,2.083000
selection,1266,2.101000
selection,1271,2.116000
selection,1276,2.136000
selection,1281,2.148000
selection,1286,2.167000
selection,1291,2.180000
selection,1296,2.200000
selection,1301,2.216000
selection,1306,2.233000
selection,1311,2.251000
selection,1316,2.266000
selection,1321,2.282000
selection,1326,2.297000
selection,1331,2.324000
selection,1336,2.334000
selection,1341,2.349000
selection,1346,2.366000
selection,1351,2.385000
selection,1356,2.403000
selection,1361,2.422000
selection,1366,2.438000
selection,1371,2.461000
selection,1376,2.470000
selection,1381,2.490000
selection,1386,2.511000
selection,1391,2.530000
selection,1396,2.547000
selection,1401,2.560000
selection,1406,2.577000
selection,1411,2.599000
selection,1416,2.618000
selection,1421,2.633000
selection,1426,2.653000
selection,1431,2.674000
selection,1436,2.689000
selection,1441,2.708000
selection,1446,2.727000
selection,1451,2.742000
selection,1456,2.764000
selection,1461,2.784000
selection,1466,2.801000
selection,1471,2.821000
selection,1476,2.838000
selection,1481,2.859000
selection,1486,2.876000
selection,1491,2.894000
selection,1496,2.914000
selection,1501,2.933000
selection,1506,2.949000
selection,1511,2.972000
selection,1516,3.003000
selection,1521,3.009000
selection,1526,3.028000
selection,1531,3.045000
selection,1536,3.070000
selection,1541,3.089000
selection,1546,3.110000
selection,1551,3.131000
selection,1556,3.148000
selection,1561,3.167000
selection,1566,3.186000
selection,1571,3.212000
selection,1576,3.228000
selection,1581,3.250000
selection,1586,3.272000
selection,1591,3.292000
selection,1596,3.309000
selection,1601,3.331000
selection,1606,3.351000
selection,1611,3.372000
selection,1616,3.393000
selection,1621,3.414000
selection,1626,3.436000
selection,1631,3.456000
selection,1636,3.476000
selection,1641,3.496000
selection,1646,3.518000
selection,1651,3.541000
selection,1656,3.562000
selection,1661,3.578000
selection,1666,3.602000
selection,1671,3.628000
selection,1676,3.647000
selection,1681,3.667000
selection,1686,3.687000
selection,1691,3.710000
selection,1696,3.732000
selection,1701,3.754000
selection,1706,3.776000
selection,1711,3.798000
selection,1716,3.822000
selection,1721,3.845000
selection,1726,3.862000
selection,1731,3.887000
selection,1736,3.908000
selection,1741,3.930000
selection,1746,3.953000
selection,1751,3.976000
selection,1756,4.000000
selection,1761,4.020000
selection,1766,4.043000
selection,1771,4.067000
selection,1776,4.086000
selection,1781,4.139000
selection,1786,4.136000
selection,1791,4.159000
selection,1796,4.180000
selection,1801,4.202000
selection,1806,4.229000
selection,1811,4.404000
selection,1816,4.275000
selection,1821,4.345000
selection,1826,4.323000
selection,1831,4.343000
selection,1836,4.367000
selection,1841,4.395000
selection,1846,4.411000
selection,1851,4.435000
selection,1856,4.469000
selection,1861,4.481000
selection,1866,4.509000
selection,1871,4.530000
selection,1876,4.554000
selection,1881,4.579000
selection,1886,4.605000
selection,1891,4.628000
selection,1896,4.652000
selection,1901,4.679000
selection,1906,4.702000
selection,1911,4.727000
selection,1916,4.749000
selection,1921,4.774000
selection,1926,4.797000
selection,1931,4.820000
selection,1936,4.850000
selection,1941,4.870000
selection,1946,4.896000
selection,1951,4.923000
selection,1956,4.947000
selection,1961,4.973000
selection,1966,4.996000
selection,1971,5.024000
selection,1976,5.046000
selection,1981,5.071000
selection,1986,5.097000
selection,1991,5.126000
selection,1996,5.148000
selection,2001,5.176000
selection,2006,5.200000
selection,2011,5.224000
selection,2016,5.253000
selection,2021,5.275000
selection,2026,5.302000
selection,2031,5.329000
selection,2036,5.358000
selection,2041,5.386000
selection,2046,5.406000
selection,2051,5.432000
selection,2056,5.455000
selection,2061,5.487000
selection,2066,5.512000
selection,2071,5.531000
selection,2076,5.562000
selection,2081,5.588000
selection,2086,5.617000
selection,2091,5.643000
selection,2096,5.666000
selection,2101,5.706000
selection,2106,5.720000
selection,2111,5.744000
selection,2116,5.774000
selection,2121,5.800000
selection,2126,5.830000
selection,2131,5.851000
selection,2136,5.880000
selection,2141,5.906000
selection,2146,5.935000
selection,2151,5.961000
selection,2156,5.990000
selection,2161,6.019000
selection,2166,6.045000
selection,2171,6.074000
selection,2176,6.100000
selection,2181,6.125000
selection,2186,6.243000
selection,2191,7.105000
selection,2196,7.162000
selection,2201,6.452000
selection,2206,6.286000
selection,2211,6.328000
selection,2216,6.325000
selection,2221,6.352000
selection,2226,6.380000
selection,2231,6.411000
selection,2236,6.534000
selection,2241,6.640000
selection,2246,6.536000
selection,2251,6.524000
selection,2256,6.558000
selection,2261,6.606000
selection,2266,6.617000
selection,2271,6.644000
selection,2276,6.676000
selection,2281,6.700000
selection,2286,6.734000
selection,2291,6.760000
selection,2296,6.798000
selection,2301,6.815000
selection,2306,6.875000
selection,2311,6.877000
selection,2316,6.903000
selection,2321,6.938000
selection,2326,6.964000
selection,2331,6.994000
selection,2336,7.020000
selection,2341,7.164000
selection,2346,7.088000
selection,2351,7.167000
selection,2356,7.142000
selection,2361,7.187000
selection,2366,7.218000
selection,2371,7.239000
selection,2376,7.269000
selection,2381,7.297000
selection,2386,7.328000
selection,2391,7.360000
selection,2396,7.402000
selection,2401,7.419000
selection,2406,7.452000
selection,2411,7.480000
selection,2416,7.511000
selection,2421,7.540000
selection,2426,7.571000
selection,2431,7.603000
selection,2436,7.637000
selection,2441,7.665000
selection,2446,7.695000
selection,2451,7.726000
selection,2456,7.761000
selection,2461,7.792000
selection,2466,7.820000
selection,2471,7.861000
selection,2476,7.885000
selection,2481,7.916000
selection,2486,7.947000
selection,2491,8.725000
selection,2496,8.013000
selection,2501,8.041000
selection,2506,8.070000
selection,2511,8.108000
selection,2516,8.135000
selection,2521,8.170000
selection,2526,8.199000
selection,2531,8.240000
selection,2536,8.263000
selection,2541,8.296000
selection,2546,8.328000
selection,2551,8.365000
selection,2556,8.392000
selection,2561,8.426000
selection,2566,8.460000
selection,2571,8.494000
selection,2576,8.521000
selection,2581,8.559000
selection,2586,8.593000
selection,2591,8.626000
selection,2596,8.688000
selection,2601,8.690000
selection,2606,8.719000
selection,2611,8.753000
selection,2616,8.805000
selection,2621,8.852000
selection,2626,8.855000
selection,2631,8.885000
selection,2636,8.920000
selection,2641,8.954000
selection,2646,9.006000
selection,2651,9.021000
selection,2656,9.053000
selection,2661,9.138000
selection,2666,9.122000
selection,2671,9.158000
selection,2676,9.193000
selection,2681,9.223000
selection,2686,9.255000
selection,2691,9.292000
selection,2696,9.331000
selection,2701,9.362000
selection,2706,9.524000
selection,2711,9.474000
selection,2716,9.466000
selection,2721,9.508000
selection,2726,9.536000
selection,2731,9.569000
selection,2736,9.606000
selection,2741,9.645000
selection,2746,9.667000
selection,2751,9.720000
selection,2756,9.745000
selection,2761,9.777000
selection,2766,9.844000
selection,2771,9.891000
selection,2776,9.924000
selection,2781,9.928000
selection,2786,9.963000
selection,2791,9.992000
selection,2796,10.029000
selection,2801,10.069000
selection,2806,10.112000
selection,2811,10.134000
selection,2816,10.172000
selection,2821,10.209000
selection,2826,10.247000
selection,2831,10.288000
selection,2836,10.312000
selection,2841,10.351000
selection,2846,10.406000
selection,2851,10.432000
selection,2856,10.461000
selection,2861,10.496000
selection,2866,10.535000
selection,2871,10.574000
selection,2876,10.615000
selection,2881,10.654000
selection,2886,10.677000
selection,2891,10.716000
selection,2896,10.751000
selection,2901,10.788000
selection,2906,10.822000
selection,2911,10.865000
selection,2916,10.898000
selection,2921,10.939000
selection,2926,10.971000
selection,2931,11.009000
selection,2936,11.060000
selection,2941,11.086000
selection,2946,11.126000
selection,2951,11.660000
selection,2956,11.205000
selection,2961,11.232000
selection,2966,11.269000
selection,2971,11.314000
selection,2976,11.346000
selection,2981,11.385000
selection,2986,11.424000
selection,2991,11.479000
selection,2996,11.667000
selection,3001,11.579000
selection,3006,11.583000
selection,3011,11.615000
selection,3016,11.647000
selection,3021,11.689000
selection,3026,11.726000
selection,3031,11.779000
selection,3036,11.805000
selection,3041,11.843000
selection,3046,11.880000
selection,3051,11.916000
selection,3056,11.961000
selection,3061,11.994000
selection,3066,12.031000
selection,3071,12.072000
selection,3076,12.117000
selection,3081,12.151000
selection,3086,12.188000
selection,3091,12.229000
selection,3096,12.266000
selection,3101,12.308000
selection,3106,12.342000
selection,3111,12.393000
selection,3116,12.428000
selection,3121,12.463000
selection,3126,12.533000
selection,3131,12.545000
selection,3136,12.586000
selection,3141,12.627000
selection,3146,12.669000
selection,3151,12.706000
selection,3156,12.744000
selection,3161,12.784000
selection,3166,12.827000
selection,3171,12.865000
selection,3176,12.906000
selection,3181,12.949000
selection,3186,12.985000
selection,3191,13.028000
selection,3196,13.073000
selection,3201,13.111000
selection,3206,13.158000
selection,3211,13.195000
selection,3216,13.236000
selection,3221,13.284000
selection,3226,13.320000
selection,3231,13.358000
selection,3236,13.573000
selection,3241,13.479000
selection,3246,13.496000
selection,3251,14.117000
selection,3256,13.615000
selection,3261,13.636000
selection,3266,13.653000
selection,3271,13.693000
selection,3276,13.738000
selection,3281,13.774000
selection,3286,13.818000
selection,3291,13.859000
selection,3296,13.894000
selection,3301,13.937000
selection,3306,13.985000
selection,3311,14.018000
selection,3316,14.063000
selection,3321,14.106000
selection,3326,14.146000
selection,3331,14.195000
selection,3336,14.228000
selection,3341,14.287000
selection,3346,14.321000
selection,3351,14.361000
selection,3356,14.402000
selection,3361,14.442000
selection,3366,14.487000
selection,3371,14.529000
selection,3376,14.578000
selection,3381,14.622000
selection,3386,14.656000
selection,3391,14.698000
selection,3396,14.746000
selection,3401,14.793000
selection,3406,14.838000
